# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	761923	762600	-						35589471	CRG89_RS03995	678		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	761923	762600	-	WP_103287042.1	WP_103287042.1		hypothetical protein		35589471	CRG89_RS03995	678	225	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	762794	763117	+						35589472	CRG89_RS04000	324		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	762794	763117	+	WP_103287043.1	WP_103287043.1		hypothetical protein		35589472	CRG89_RS04000	324	107	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	763207	763563	-						35589473	CRG89_RS04005	357		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	763207	763563	-	WP_148695206.1	WP_148695206.1		hypothetical protein		35589473	CRG89_RS04005	357	118	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	763636	763878	-						65426936	CRG89_RS08975	243		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	763636	763878	-	WP_231911516.1	WP_231911516.1		hypothetical protein		65426936	CRG89_RS08975	243	80	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	763941	764063	-						65426937	CRG89_RS08980	123		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	763941	764063	-	WP_197706571.1	WP_197706571.1		hypothetical protein		65426937	CRG89_RS08980	123	40	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	764127	764693	-						35589475	CRG89_RS04015	567		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	764127	764693	-	WP_103287045.1	WP_103287045.1		hypothetical protein		35589475	CRG89_RS04015	567	188	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	764852	765748	+						35589476	CRG89_RS04020	897		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	764852	765748	+	WP_103287046.1	WP_103287046.1		SDR family NAD(P)-dependent oxidoreductase		35589476	CRG89_RS04020	897	298	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	765850	767040	-						35589477	CRG89_RS04025	1191		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	765850	767040	-	WP_197706570.1	WP_197706570.1		trypsin-like peptidase domain-containing protein		35589477	CRG89_RS04025	1191	396	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	767089	768354	-						35589478	CRG89_RS04030	1266		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	767089	768354	-	WP_217349421.1	WP_217349421.1		glycosyltransferase		35589478	CRG89_RS04030	1266	421	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	768414	768845	-						35589479	CRG89_RS04035	432		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	768414	768845	-	WP_103287047.1	WP_103287047.1		SRPBCC family protein		35589479	CRG89_RS04035	432	143	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	768872	769096	-						35589480	CRG89_RS04040	225		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	768872	769096	-	WP_103287048.1	WP_103287048.1		hypothetical protein		35589480	CRG89_RS04040	225	74	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	769196	769519	+						35589481	CRG89_RS04045	324		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	769196	769519	+	WP_197706568.1	WP_197706568.1		hypothetical protein		35589481	CRG89_RS04045	324	107	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	769627	770589	-						35589482	CRG89_RS04050	963		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	769627	770589	-	WP_103287049.1	WP_103287049.1		NAD(P)-dependent oxidoreductase		35589482	CRG89_RS04050	963	320	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	770629	773538	-						35589483	CRG89_RS04055	2910		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	770629	773538	-	WP_103287050.1	WP_103287050.1		FAD-binding oxidoreductase		35589483	CRG89_RS04055	2910	969	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	773618	774814	+						35589484	CRG89_RS04060	1197		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	773618	774814	+	WP_197706567.1	WP_197706567.1		DUF1512 domain-containing protein		35589484	CRG89_RS04060	1197	398	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	774811	775014	+						35589485	CRG89_RS04065	204		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	774811	775014	+	WP_103287051.1	WP_103287051.1		hypothetical protein		35589485	CRG89_RS04065	204	67	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	775089	775982	-					map	35589486	CRG89_RS04070	894		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	775089	775982	-	WP_197706566.1	WP_197706566.1		type II methionyl aminopeptidase	map	35589486	CRG89_RS04070	894	297	
gene	tRNA	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	776080	776194	+						35589487	CRG89_RS04075	115		
tRNA		GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	776080	776194	+				tRNA-Pro		35589487	CRG89_RS04075	115		anticodon=TGG
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	776230	777507	+						35589488	CRG89_RS04080	1278		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	776230	777507	+	WP_103287053.1	WP_103287053.1		tyrosine-type recombinase/integrase		35589488	CRG89_RS04080	1278	425	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	777461	777691	-						43521445	CRG89_RS08675	231		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	777461	777691	-	WP_148695205.1	WP_148695205.1		hypothetical protein		43521445	CRG89_RS08675	231	76	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	778016	778405	-						43521446	CRG89_RS08680	390		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	778016	778405	-	WP_148695204.1	WP_148695204.1		hypothetical protein		43521446	CRG89_RS08680	390	129	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	778481	779380	+						43521447	CRG89_RS08685	900		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	778481	779380	+	WP_148695203.1	WP_148695203.1		hypothetical protein		43521447	CRG89_RS08685	900	299	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	779377	780174	+						35589492	CRG89_RS04100	798		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	779377	780174	+	WP_103287057.1	WP_103287057.1		hypothetical protein		35589492	CRG89_RS04100	798	265	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	786282	787235	+						35589494	CRG89_RS04110	954		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	786282	787235	+	WP_148695202.1	WP_148695202.1		hypothetical protein		35589494	CRG89_RS04110	954	317	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	787247	789403	-						35589495	CRG89_RS04115	2157		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	787247	789403	-	WP_103287060.1	WP_103287060.1		hypothetical protein		35589495	CRG89_RS04115	2157	718	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	789513	789680	-						43521448	CRG89_RS08690	168		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	789513	789680	-	WP_158648706.1	WP_158648706.1		hypothetical protein		43521448	CRG89_RS08690	168	55	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	789670	789846	-						71811982	CRG89_RS09045	177		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	789670	789846	-	WP_231911596.1	WP_231911596.1		hypothetical protein		71811982	CRG89_RS09045	177	58	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	789901	791322	+						35589497	CRG89_RS04125	1422		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	789901	791322	+	WP_245859266.1	WP_245859266.1		MT-A70 family methyltransferase		35589497	CRG89_RS04125	1422	473	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	791377	792063	+						35589498	CRG89_RS04130	687		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	791377	792063	+	WP_103287063.1	WP_103287063.1		hypothetical protein		35589498	CRG89_RS04130	687	228	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	792127	792279	-						43521449	CRG89_RS08695	153		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	792127	792279	-	WP_158648707.1	WP_158648707.1		hypothetical protein		43521449	CRG89_RS08695	153	50	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	792301	792492	+						35589499	CRG89_RS04135	192		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	792301	792492	+	WP_103287064.1	WP_103287064.1		hypothetical protein		35589499	CRG89_RS04135	192	63	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	792618	792848	+						35589500	CRG89_RS04140	231		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	792618	792848	+	WP_103287065.1	WP_103287065.1		hypothetical protein		35589500	CRG89_RS04140	231	76	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	792982	793863	+						35589501	CRG89_RS04145	882		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	792982	793863	+	WP_103287066.1	WP_103287066.1		DUF932 domain-containing protein		35589501	CRG89_RS04145	882	293	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	793935	795014	+						35589502	CRG89_RS04150	1080		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	793935	795014	+	WP_103287067.1	WP_103287067.1		transcription initiation factor IIB		35589502	CRG89_RS04150	1080	359	
gene	pseudogene	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	795631	796911	+						71811983	CRG89_RS09050	1281		partial;pseudo
CDS	without_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	795631	796911	+				hypothetical protein		71811983	CRG89_RS09050	1281		partial;pseudo
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	796986	797501	+						35589504	CRG89_RS04160	516		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	796986	797501	+	WP_158648708.1	WP_158648708.1		hypothetical protein		35589504	CRG89_RS04160	516	171	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	797676	798212	-						35589505	CRG89_RS04165	537		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	797676	798212	-	WP_103287070.1	WP_103287070.1		hypothetical protein		35589505	CRG89_RS04165	537	178	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	798296	798658	-						35589506	CRG89_RS04170	363		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	798296	798658	-	WP_103287071.1	WP_103287071.1		hypothetical protein		35589506	CRG89_RS04170	363	120	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	798677	799588	-						35589507	CRG89_RS04175	912		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	798677	799588	-	WP_103287072.1	WP_103287072.1		hypothetical protein		35589507	CRG89_RS04175	912	303	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	799607	799990	+						35589508	CRG89_RS04180	384		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	799607	799990	+	WP_148695197.1	WP_148695197.1		hypothetical protein		35589508	CRG89_RS04180	384	127	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	800060	800752	+						43521450	CRG89_RS08700	693		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	800060	800752	+	WP_148695196.1	WP_148695196.1		hypothetical protein		43521450	CRG89_RS08700	693	230	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	800939	801511	+						35589509	CRG89_RS04185	573		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	800939	801511	+	WP_103287074.1	WP_103287074.1		hypothetical protein		35589509	CRG89_RS04185	573	190	
gene	pseudogene	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	801996	802270	+						71811984	CRG89_RS09055	275		partial;pseudo
CDS	without_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	801996	802270	+				hypothetical protein		71811984	CRG89_RS09055	275		partial;pseudo
gene	pseudogene	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	802359	802679	+						71811985	CRG89_RS09060	321		partial;pseudo
CDS	without_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	802359	802679	+				hypothetical protein		71811985	CRG89_RS09060	321		partial;pseudo
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	802719	803576	+						71811986	CRG89_RS09065	858		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	802719	803576	+	WP_245859268.1	WP_245859268.1		hypothetical protein		71811986	CRG89_RS09065	858	285	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	803742	804092	-						35589511	CRG89_RS04195	351		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	803742	804092	-	WP_148695193.1	WP_148695193.1		hypothetical protein		35589511	CRG89_RS04195	351	116	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	804219	806237	+						35589512	CRG89_RS04200	2019		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	804219	806237	+	WP_148695192.1	WP_148695192.1		ATP-binding protein		35589512	CRG89_RS04200	2019	672	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	806429	806725	+						35589513	CRG89_RS04205	297		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	806429	806725	+	WP_103287078.1	WP_103287078.1		hypothetical protein		35589513	CRG89_RS04205	297	98	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	806852	807082	+						35589514	CRG89_RS04210	231		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	806852	807082	+	WP_158648709.1	WP_158648709.1		SWIM zinc finger family protein		35589514	CRG89_RS04210	231	76	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	807476	808930	-						35589515	CRG89_RS04215	1455		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	807476	808930	-	WP_103287080.1	WP_103287080.1		glycoside hydrolase		35589515	CRG89_RS04215	1455	484	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	809034	809807	+						35589516	CRG89_RS04220	774		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	809034	809807	+	WP_148695190.1	WP_148695190.1		hypothetical protein		35589516	CRG89_RS04220	774	257	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	810018	810677	+						35589517	CRG89_RS04225	660		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	810018	810677	+	WP_103287082.1	WP_103287082.1		hypothetical protein		35589517	CRG89_RS04225	660	219	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	810815	811624	+						35589518	CRG89_RS04230	810		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	810815	811624	+	WP_103287083.1	WP_103287083.1		hypothetical protein		35589518	CRG89_RS04230	810	269	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	811732	814479	+						35589519	CRG89_RS04235	2748		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	811732	814479	+	WP_103287084.1	WP_103287084.1		hypothetical protein		35589519	CRG89_RS04235	2748	915	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	814567	814968	-						43521451	CRG89_RS08705	402		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	814567	814968	-	WP_148695189.1	WP_148695189.1		hypothetical protein		43521451	CRG89_RS08705	402	133	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	815070	815597	+						35589520	CRG89_RS04240	528		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	815070	815597	+	WP_148695188.1	WP_148695188.1		hypothetical protein		35589520	CRG89_RS04240	528	175	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	815655	815816	+						43521452	CRG89_RS08710	162		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	815655	815816	+	WP_158648710.1	WP_158648710.1		hypothetical protein		43521452	CRG89_RS08710	162	53	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	815819	817096	+						35589521	CRG89_RS04245	1278		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	815819	817096	+	WP_103287086.1	WP_103287086.1		ATP-binding protein		35589521	CRG89_RS04245	1278	425	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	817194	817727	+						35589522	CRG89_RS04250	534		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	817194	817727	+	WP_158648711.1	WP_158648711.1		hypothetical protein		35589522	CRG89_RS04250	534	177	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	817892	818782	+						35589523	CRG89_RS04255	891		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	817892	818782	+	WP_103287088.1	WP_103287088.1		hypothetical protein		35589523	CRG89_RS04255	891	296	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	818892	819308	+						35589524	CRG89_RS04260	417		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	818892	819308	+	WP_103287089.1	WP_103287089.1		EVE domain-containing protein		35589524	CRG89_RS04260	417	138	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	819941	821434	-						35589525	CRG89_RS04265	1494		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	819941	821434	-	WP_103287090.1	WP_103287090.1		hypothetical protein		35589525	CRG89_RS04265	1494	497	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	821925	822422	-						35589526	CRG89_RS04270	498		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	821925	822422	-	WP_103287091.1	WP_103287091.1		hypothetical protein		35589526	CRG89_RS04270	498	165	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	822422	825412	-						35589527	CRG89_RS04275	2991		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	822422	825412	-	WP_103287092.1	WP_103287092.1		DUF499 domain-containing protein		35589527	CRG89_RS04275	2991	996	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	825723	828338	+						35589528	CRG89_RS04280	2616		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	825723	828338	+	WP_245859245.1	WP_245859245.1		hypothetical protein		35589528	CRG89_RS04280	2616	871	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	828329	828829	-						35589529	CRG89_RS04285	501		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	828329	828829	-	WP_148695186.1	WP_148695186.1		hypothetical protein		35589529	CRG89_RS04285	501	166	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	828867	832139	-						35589530	CRG89_RS04290	3273		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	828867	832139	-	WP_103287095.1	WP_103287095.1		SNF2-related protein		35589530	CRG89_RS04290	3273	1090	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	832286	833584	+						35589531	CRG89_RS04295	1299		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	832286	833584	+	WP_148695185.1	WP_148695185.1		ATP-binding protein		35589531	CRG89_RS04295	1299	432	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	833603	834067	+						35589532	CRG89_RS04300	465		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	833603	834067	+	WP_103287097.1	WP_103287097.1		hypothetical protein		35589532	CRG89_RS04300	465	154	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	834755	834943	-						35589533	CRG89_RS04305	189		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	834755	834943	-	WP_103287098.1	WP_103287098.1		hypothetical protein		35589533	CRG89_RS04305	189	62	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	835016	835855	-						35589534	CRG89_RS04310	840		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	835016	835855	-	WP_103287099.1	WP_103287099.1		hypothetical protein		35589534	CRG89_RS04310	840	279	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	836493	839387	-						35589535	CRG89_RS04315	2895		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	836493	839387	-	WP_103287100.1	WP_103287100.1		phage/plasmid primase, P4 family		35589535	CRG89_RS04315	2895	964	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	839553	839696	-						43521453	CRG89_RS08715	144		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	839553	839696	-	WP_158648713.1	WP_158648713.1		hypothetical protein		43521453	CRG89_RS08715	144	47	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	840554	841417	-						35589536	CRG89_RS04320	864		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	840554	841417	-	WP_103287101.1	WP_103287101.1		ParB/RepB/Spo0J family partition protein		35589536	CRG89_RS04320	864	287	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	841655	842185	+						35589537	CRG89_RS04325	531		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	841655	842185	+	WP_103287915.1	WP_103287915.1		response regulator		35589537	CRG89_RS04325	531	176	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	842218	844977	-						35589538	CRG89_RS04330	2760		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	842218	844977	-	WP_103287102.1	WP_103287102.1		sodium/solute symporter		35589538	CRG89_RS04330	2760	919	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	845202	846365	+						35589539	CRG89_RS04335	1164		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	845202	846365	+	WP_103287103.1	WP_103287103.1		urea transporter		35589539	CRG89_RS04335	1164	387	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	846530	846802	+						35589540	CRG89_RS04340	273		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	846530	846802	+	WP_231911514.1	WP_231911514.1		urease subunit gamma		35589540	CRG89_RS04340	273	90	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	846818	847189	+						35589541	CRG89_RS04345	372		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	846818	847189	+	WP_174672472.1	WP_174672472.1		urease subunit beta		35589541	CRG89_RS04345	372	123	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	847199	848926	+					ureC	35589542	CRG89_RS04350	1728		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	847199	848926	+	WP_103287105.1	WP_103287105.1		urease subunit alpha	ureC	35589542	CRG89_RS04350	1728	575	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	849012	850562	+						35589543	CRG89_RS04355	1551		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	849012	850562	+	WP_103287106.1	WP_103287106.1		hypothetical protein		35589543	CRG89_RS04355	1551	516	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	850570	850929	+						35589544	CRG89_RS04360	360		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	850570	850929	+	WP_148695184.1	WP_148695184.1		hypothetical protein		35589544	CRG89_RS04360	360	119	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	850926	851450	+						35589545	CRG89_RS04365	525		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	850926	851450	+	WP_103287108.1	WP_103287108.1		hypothetical protein		35589545	CRG89_RS04365	525	174	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	851413	852246	+						35589546	CRG89_RS04370	834		
